,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
179,Matthias Bader,51,25,32,11,8,33,65,50.8,32,22,4,18,25,20,0
180,Benoît Badiashile,21,15,12,9,0,9,14,64.3,5,21,14,7,18,66,2
181,Alex Baena,34,21,10,16,8,20,47,42.6,27,23,2,21,13,17,1
182,Jaime Báez,4,1,0,2,2,0,7,0.0,7,5,0,5,4,1,0
183,Nicola Bagnolini,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
184,Leon Bailey,13,7,7,4,2,5,20,25.0,15,18,1,17,9,6,0
185,Eric Bailly,5,3,4,1,0,2,2,100.0,0,8,8,0,9,38,2
186,Stefan Bajcetic,4,1,3,1,0,3,5,60.0,2,0,0,0,0,0,0
187,Nedim Bajrami,13,6,6,3,4,5,13,38.5,8,5,1,4,6,8,0
188,Cédric Bakambu,1,0,0,1,0,0,0,,0,2,0,2,0,0,0
189,Tiemoué Bakayoko,34,17,14,17,3,15,28,53.6,13,10,4,6,26,15,1
190,Mitchel Bakker,7,3,6,1,0,2,12,16.7,10,5,0,5,3,6,0
191,Ridle Baku,37,20,24,7,6,21,46,45.7,25,27,1,26,21,45,1
192,Dilane Bakwa,30,22,12,13,5,11,40,27.5,29,26,1,25,20,11,0
193,Tommaso Baldanzi,4,2,1,1,2,3,10,30.0,7,7,0,7,2,0,0
194,Tommaso Baldanzi,9,5,3,4,2,1,1,100.0,0,2,0,2,0,4,0
195,Alejandro Balde,20,11,11,6,3,7,11,63.6,4,14,1,13,5,21,1
196,George Baldock,18,10,10,7,1,6,15,40.0,9,14,8,6,10,33,0
197,Carlos Baleba,40,20,17,19,4,23,46,50.0,23,35,7,28,18,30,3
198,Carlos Baleba,6,2,1,4,1,3,4,75.0,1,0,0,0,2,0,0
199,Leonardo Balerdi,79,50,55,23,1,49,67,73.1,18,38,15,23,51,91,0
200,Iván Balliu,44,31,20,24,0,22,39,56.4,17,27,11,16,29,66,1
201,Fodé Ballo-Touré,4,2,1,3,0,1,2,50.0,1,1,0,1,3,2,0
202,Folarin Balogun,12,4,3,8,1,5,13,38.5,8,10,0,10,3,4,0
203,Jonathan Bamba,14,9,4,8,2,2,17,11.8,15,20,0,20,18,12,0
204,Mohamed Bamba,14,9,3,8,3,4,10,40.0,6,7,1,6,2,3,0
205,Samuel Bamba,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0
206,Lameck Banda,27,23,11,12,4,7,21,33.3,14,18,0,18,3,7,0
207,Daniel Bandeira,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,0
208,Mamady Bangré,4,2,2,2,0,3,4,75.0,1,0,0,0,4,3,0
209,Mattia Bani,26,10,18,7,1,11,22,50.0,11,51,31,20,22,116,1
210,Léo Baptistão,25,16,12,8,5,9,25,36.0,16,13,1,12,11,22,0
211,Shandon Baptiste,4,4,2,2,0,1,5,20.0,4,5,1,4,3,6,0
212,Antonín Barák,6,2,1,3,2,3,7,42.9,4,5,0,5,2,4,0
213,Valentín Barco,11,5,4,5,2,6,8,75.0,2,3,0,3,4,3,1
214,Bradley Barcola,5,2,0,2,3,1,7,14.3,6,4,0,4,2,0,0
215,Bradley Barcola,34,16,12,13,9,7,25,28.0,18,27,2,25,10,13,1
216,Melvin Bard,69,38,28,30,11,37,63,58.7,26,46,12,34,42,46,0
217,Nicolò Barella,46,30,17,20,9,19,63,30.2,44,31,1,30,10,12,1
218,Kike Barja,6,2,2,2,2,3,8,37.5,5,2,1,1,2,2,0
219,Ross Barkley,47,19,16,21,10,11,48,22.9,37,25,9,16,25,51,2
220,Aymen Barkok,9,5,2,6,1,3,6,50.0,3,7,0,7,2,1,0
221,Harvey Barnes,6,1,3,2,1,1,2,50.0,1,1,0,1,5,3,0
222,Leandro Barreiro Martins,65,40,19,37,9,30,50,60.0,20,45,16,29,36,53,0
223,Enzo Barrenechea,65,42,28,29,8,28,70,40.0,42,47,12,35,27,61,2
224,Ander Barrenetxea,32,21,7,16,9,10,26,38.5,16,18,1,17,6,5,0
225,Pablo Barrios,45,25,15,29,1,19,40,47.5,21,20,3,17,28,24,2
226,Davide Bartesaghi,2,0,1,1,0,2,4,50.0,2,1,1,0,0,7,0
227,Marc Bartra,4,3,3,1,0,4,5,80.0,1,3,1,2,3,10,0
228,Federico Baschirotto,21,12,16,5,0,8,15,53.3,7,42,26,16,23,144,1
229,Steven Baseya,2,1,1,1,0,1,1,100.0,0,0,0,0,0,1,0
230,Chris Basham,7,2,4,3,0,2,9,22.2,7,9,4,5,5,17,0
231,Toma Bašić,20,13,10,9,1,10,27,37.0,17,18,6,12,14,29,0
232,Calvin Bassey,49,29,33,15,1,21,29,72.4,8,32,11,21,28,84,4
233,Alessandro Bastoni,46,33,31,12,3,26,40,65.0,14,25,11,14,23,48,1
234,Simone Bastoni,22,13,12,7,3,11,22,50.0,11,8,0,8,11,18,0
235,Augusto Batalla,0,0,0,0,0,0,1,0.0,1,0,0,0,0,10,2
236,Daniel Batz,0,0,0,0,0,0,0,,0,0,0,0,0,3,0
237,Maximilian Bauer,19,12,13,4,2,9,17,52.9,8,14,8,6,11,30,1
238,Elias Baum,1,0,0,0,1,0,0,,0,3,2,1,0,1,0
239,Oliver Baumann,1,1,1,0,0,1,2,50.0,1,0,0,0,0,19,2
240,Christoph Baumgartner,26,13,10,12,4,14,38,36.8,24,20,1,19,5,14,0
241,Bebé,2,2,1,1,0,1,5,20.0,4,1,0,1,0,0,0
242,Ihlas Bebou,22,12,10,8,4,8,16,50.0,8,13,2,11,14,15,0
243,Mohamed Bechikh,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
244,Adrian Beck,22,13,8,12,2,9,24,37.5,15,17,0,17,4,15,0
245,Owen Beck,2,1,1,1,0,0,0,,0,0,0,0,0,1,0
246,Sheraldo Becker,2,2,0,2,0,0,1,0.0,1,3,0,3,1,0,0
247,Sheraldo Becker,3,3,0,2,1,0,2,0.0,2,2,0,2,0,2,0
248,Chris Bedia,2,1,0,2,0,0,1,0.0,1,3,0,3,0,2,0
249,Donny van de Beek,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
250,Donny van de Beek,8,3,3,3,2,3,7,42.9,4,5,1,4,3,1,0
251,Yanis Begraoui,5,3,1,3,1,3,9,33.3,6,4,0,4,5,5,0
252,Kevin Behrens,2,1,0,1,1,0,2,0.0,2,9,0,9,3,6,0
253,Kevin Behrens,13,10,3,7,3,1,4,25.0,3,7,2,5,6,19,0
254,Maximilian Beier,20,12,5,11,4,4,19,21.1,15,21,1,20,9,12,0
255,Jérémie Bela,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,0
256,Reda Belahyane,1,1,0,1,0,1,1,100.0,0,0,0,0,1,0,0
257,Reda Belahyane,1,0,0,1,0,1,1,100.0,0,0,0,0,0,0,0
258,Amari'i Bell,50,33,30,19,1,22,35,62.9,13,33,15,18,25,60,1
259,Stefan Bell,8,8,7,1,0,4,8,50.0,4,7,5,2,6,30,0
260,Alaa Bellaarouch,0,0,0,0,0,0,0,,0,0,0,0,1,11,2
261,Raoul Bellanova,36,26,15,17,4,18,31,58.1,13,21,4,17,15,36,3
262,Jean-Ricner Bellegarde,17,10,9,6,2,7,15,46.7,8,18,2,16,8,14,0
263,Jean-Ricner Bellegarde,5,3,3,2,0,3,6,50.0,3,4,0,4,4,0,0
264,Héctor Bellerín,34,22,14,16,4,20,53,37.7,33,13,5,8,22,40,1
265,Jude Bellingham,42,34,14,18,10,12,36,33.3,24,55,5,50,21,17,0
266,Jeanuël Belocian,32,22,23,8,1,22,28,78.6,6,18,10,8,13,49,0
267,Andrea Belotti,8,3,1,5,2,5,12,41.7,7,8,1,7,2,3,0
268,Andrea Belotti,8,4,2,3,3,3,6,50.0,3,7,0,7,2,3,0
269,Fran Beltrán,56,32,22,23,11,24,63,38.1,39,28,2,26,18,34,0
270,Lucas Beltrán,27,14,4,18,5,11,20,55.0,9,29,3,26,2,11,0
271,Eliesse Ben Seghir,9,6,2,5,2,3,7,42.9,4,6,0,6,2,2,0
272,Anis Ben Slimane,11,6,5,2,4,4,10,40.0,6,7,1,6,5,7,0
273,Wissam Ben Yedder,4,3,1,2,1,1,11,9.1,10,18,0,18,8,1,0
274,Carlos Benavídez,56,35,19,26,11,19,34,55.9,15,13,5,8,19,31,0
275,Ismaël Bennacer,29,19,11,16,2,11,22,50.0,11,12,4,8,12,9,2
276,Saïd Benrahma,8,4,5,3,0,4,15,26.7,11,8,0,8,5,7,0
277,Saïd Benrahma,9,7,1,6,2,5,7,71.4,2,7,0,7,1,3,0
278,Ramy Bensebaini,34,21,21,11,2,24,34,70.6,10,22,7,15,16,37,0
279,Nabil Bentaleb,49,32,29,18,2,22,43,51.2,21,33,12,21,37,33,0
280,Rodrigo Bentancur,23,15,10,11,2,10,24,41.7,14,15,4,11,17,16,1
281,Daniel Bentley,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0
282,Lucas Beraldo,22,14,14,8,0,10,25,40.0,15,15,6,9,20,25,0
283,Domenico Berardi,17,8,7,9,1,2,21,9.5,19,17,0,17,13,9,0
284,Yuri Berchiche,33,25,13,14,6,19,33,57.6,14,28,9,19,20,62,0
285,Álex Berenguer,23,14,9,9,5,7,24,29.2,17,23,0,23,5,13,0
286,Bartosz Bereszyński,41,25,25,13,3,24,40,60.0,16,22,10,12,21,52,0
287,Jóhann Berg Guðmundsson,13,4,6,5,2,7,16,43.8,9,14,0,14,16,16,0
288,Sander Berge,76,46,35,36,5,34,58,58.6,24,49,20,29,23,60,2
289,Etrit Berisha,0,0,0,0,0,0,1,0.0,1,0,0,0,0,7,1
290,Medon Berisha,3,1,3,0,0,0,2,0.0,2,2,2,0,1,0,0
291,Mergim Berisha,0,0,0,0,0,0,0,,0,2,1,1,0,0,0
292,Mergim Berisha,0,0,0,0,0,0,0,,0,1,0,1,0,3,0
293,Isaac Bernal,6,3,2,2,2,5,9,55.6,4,12,0,12,0,11,0
294,Bernardo,99,58,56,35,8,45,69,65.2,24,66,30,36,55,120,1
295,Victor Bernth Kristiansen,52,34,23,22,7,20,35,57.1,15,35,8,27,12,45,1
296,Matúš Bero,32,22,13,12,7,13,32,40.6,19,24,3,21,12,26,0
297,Luke Berry,7,2,2,4,1,2,3,66.7,1,6,1,5,0,3,0
298,Dimitry Bertaud,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
299,Jan-Niklas Beste,77,49,35,24,18,28,55,50.9,27,48,1,47,18,31,0
300,Beto,14,6,1,6,7,4,12,33.3,8,11,0,11,1,14,0
301,Beto,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
302,Davide Bettella,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
303,Sam Beukema,27,11,14,11,2,16,25,64.0,9,35,21,14,15,99,2
304,Jordan Beyer,35,20,22,12,1,14,24,58.3,10,22,15,7,16,68,1
305,Pep Biel,4,3,0,2,2,1,3,33.3,2,2,1,1,2,2,0
306,Jaka Bijol,43,27,34,9,0,22,35,62.9,13,36,21,15,23,140,1
307,El Bilal Touré,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0
308,Philip Billing,33,16,7,22,4,9,27,33.3,18,31,5,26,20,28,1
309,Cristiano Biraghi,47,28,20,24,3,28,52,53.8,24,30,5,25,14,43,0
310,Davide Biraschi,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,0
311,Samuele Birindelli,28,19,16,7,5,14,25,56.0,11,30,11,19,18,48,0
312,Tom Bischof,8,4,6,1,1,2,9,22.2,7,3,0,3,1,2,0
313,Yves Bissouma,80,52,32,36,12,41,61,67.2,20,28,5,23,37,43,3
314,Leonardo Bittencourt,42,18,20,17,5,15,39,38.5,24,18,1,17,13,6,0
315,Marco Bizot,0,0,0,0,0,0,1,0.0,1,0,0,0,0,18,3
316,Antonio Blanco,61,36,29,27,5,31,86,36.0,55,25,2,23,35,30,0
317,Rubén Blanco,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
318,Hendry Blank,1,0,1,0,0,1,1,100.0,0,1,0,1,0,4,0
319,Ludovic Blas,30,14,16,13,1,12,28,42.9,16,13,1,12,6,9,0
