,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
86,Sebastian Andersson,20,10,0,12,8,4,19,21.1,15,19,3,16,5,36,0
87,Florin Andone,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,0
88,Benjamin André,72,44,31,35,6,29,74,39.2,45,32,9,23,59,40,1
89,Lorenzo Andrenacci,1,0,1,0,0,1,3,33.3,2,0,0,0,0,0,0
90,Robert Andrich,52,27,28,18,6,19,60,31.7,41,27,7,20,47,36,0
91,Victorien Angban,23,18,11,11,1,11,24,45.8,13,9,2,7,8,5,0
92,Miguel Ángel Guerrero,1,0,0,1,0,1,10,10.0,9,4,0,4,2,4,0
93,José Ángel,54,31,26,25,3,26,43,60.5,17,23,7,16,33,61,1
94,Miguel Ángel Moyá,0,0,0,0,0,0,1,0.0,1,0,0,0,1,6,2
95,Angeliño,5,2,3,1,1,5,7,71.4,2,1,0,1,9,15,0
96,Angeliño,15,9,7,5,3,5,15,33.3,10,14,1,13,19,24,0
97,Faustino Anjorin,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
98,Peter Ankersen,16,4,7,7,2,4,13,30.8,9,19,5,14,9,25,1
99,Cristian Ansaldi,37,25,24,7,6,19,34,55.9,15,23,3,20,14,20,4
100,Janis Antiste,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
101,Michail Antonio,13,9,5,4,4,4,14,28.6,10,17,2,15,9,5,0
102,Antoñito,26,18,19,7,0,12,20,60.0,8,9,0,9,15,20,1
103,Mirko Antonucci,4,3,1,0,3,3,3,100.0,0,2,0,2,2,1,0
104,Vitorino Antunes,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
105,Christopher Antwi-Adjei,25,16,13,9,3,9,33,27.3,24,29,2,27,15,14,0
106,Anuar,4,2,1,2,1,2,6,33.3,4,7,3,4,5,0,0
107,Houssem Aouar,28,12,6,18,4,10,35,28.6,25,15,1,14,13,11,0
108,Adil Aouchiche,3,2,1,2,0,2,4,50.0,2,3,0,3,0,0,0
109,Dennis Appiah,58,35,32,20,6,28,52,53.8,24,9,3,6,23,34,0
110,Mauro Arambarri,72,33,24,40,8,31,69,44.9,38,52,5,47,43,40,2
111,Guilherme Arana,4,4,1,3,0,3,5,60.0,2,0,0,0,2,0,0
112,Charles Aránguiz,56,37,19,29,8,27,74,36.5,47,27,6,21,22,21,1
113,Luiz Araújo,20,11,3,8,9,5,31,16.1,26,14,0,14,4,6,0
114,Néstor Araujo,44,27,35,8,1,22,36,61.1,14,26,18,8,52,142,0
115,Ronald Araújo,3,2,2,1,0,1,1,100.0,0,6,2,4,0,9,0
116,Anaitz Arbilla,33,20,23,8,2,16,34,47.1,18,20,4,16,29,82,0
117,Alphonse Areola,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
118,Alphonse Areola,0,0,0,0,0,0,0,,0,0,0,0,0,1,1
119,Santiago Arias,36,24,20,12,4,10,18,55.6,8,12,7,5,19,20,1
120,Nicolò Armini,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0
121,Stuart Armstrong,32,19,19,11,2,9,38,23.7,29,22,4,18,11,23,1
122,José Arnaiz,3,2,0,2,1,0,12,0.0,12,7,0,7,5,5,0
123,José Arnaiz,3,0,1,2,0,2,5,40.0,3,4,0,4,2,1,0
124,Maximilian Arnold,42,24,15,23,4,16,62,25.8,46,25,6,19,25,35,0
125,Kepa Arrizabalaga,1,1,1,0,0,1,2,50.0,1,0,0,0,1,7,2
126,Kwadwo Asamoah,10,8,4,5,1,6,14,42.9,8,8,1,7,9,13,0
127,Santiago Ascacíbar,26,13,15,11,0,11,28,39.3,17,13,2,11,16,13,0
128,Sergio Asenjo,0,0,0,0,0,0,2,0.0,2,0,0,0,1,15,1
129,Marco Asensio,4,3,3,1,0,1,4,25.0,3,2,0,2,1,4,0
130,Kristoffer Askildsen,1,1,1,0,0,0,0,,0,1,0,1,1,0,0
131,Iago Aspas,29,19,7,9,13,12,45,26.7,33,16,1,15,22,7,0
132,Roger Assalé,3,2,1,0,2,1,9,11.1,8,8,0,8,0,1,0
133,Youcef Atal,24,11,15,6,3,13,31,41.9,18,12,1,11,24,11,1
134,Miguel Atienza,1,1,0,1,0,1,2,50.0,1,1,1,0,2,1,0
135,Christian Atsu,10,8,5,5,0,5,14,35.7,9,19,0,19,5,9,0
136,Pierre-Emerick Aubameyang,31,19,10,12,9,12,51,23.5,39,39,1,38,14,16,0
137,Emil Audero,1,1,1,0,0,1,3,33.3,2,0,0,0,0,21,1
138,Tommaso Augello,14,9,6,3,5,5,7,71.4,2,8,0,8,15,21,1
139,Jean-Kévin Augustin,3,0,1,2,0,1,6,16.7,5,2,0,2,3,0,0
140,Ludwig Augustinsson,29,12,15,9,5,12,23,52.2,11,19,5,14,10,29,0
141,Serge Aurier,93,69,58,27,8,39,69,56.5,30,38,6,32,47,98,2
142,Mathias Autret,23,17,5,11,7,8,25,32.0,17,14,1,13,10,3,0
143,Ezequiel Ávila,17,12,6,7,4,6,18,33.3,12,12,0,12,3,5,0
144,Javier Avilés,9,7,2,7,0,2,4,50.0,2,3,0,3,3,1,0
145,Chidozie Awaziem,34,22,29,5,0,16,27,59.3,11,26,15,11,28,73,1
146,Taiwo Awoniyi,2,0,0,2,0,0,4,0.0,4,4,2,2,2,3,0
147,Florian Ayé,17,9,9,5,3,6,13,46.2,7,17,2,15,4,18,1
148,Jordan Ayew,48,30,10,22,16,17,49,34.7,32,29,4,25,15,21,0
149,Kaan Ayhan,38,25,26,11,1,20,37,54.1,17,28,15,13,45,72,1
150,Ramon Azeez,11,8,2,8,1,7,19,36.8,12,8,2,6,19,11,1
151,César Azpilicueta,86,56,40,32,14,35,69,50.7,34,56,21,35,67,94,0
152,Ludovic Baal,27,15,13,12,2,10,22,45.5,12,9,3,6,17,20,0
153,Iddrisu Baba,59,37,26,29,4,20,70,28.6,50,31,8,23,39,42,0
154,Khouma Babacar,12,8,2,6,4,1,7,14.3,6,12,3,9,3,34,0
155,Carlos Bacca,5,1,1,2,2,2,6,33.3,4,4,0,4,0,7,0
156,Milan Badelj,29,17,10,16,3,15,50,30.0,35,21,3,18,45,34,1
157,Matthias Bader,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0
158,Benoît Badiashile,18,12,12,5,1,6,12,50.0,6,20,11,9,27,57,1
159,Bastian Badu,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
160,Alex Baena,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
161,Stéphane Bahoken,7,4,1,2,4,1,7,14.3,6,4,1,3,2,2,0
162,Daniel Baier,33,17,14,14,5,15,43,34.9,28,19,7,12,58,27,0
163,Leon Bailey,6,3,1,5,0,6,16,37.5,10,9,0,9,8,3,0
164,Eric Bailly,0,0,0,0,0,0,1,0.0,1,3,3,0,4,7,1
165,Dénys Bain,21,14,15,6,0,9,9,100.0,0,13,10,3,28,66,0
166,Leighton Baines,10,6,6,2,2,8,10,80.0,2,5,2,3,5,14,0
167,Stefan Bajic,0,0,0,0,0,0,0,,0,1,0,1,0,2,0
168,Tiemoué Bakayoko,48,24,16,27,5,29,54,53.7,25,12,4,8,29,17,0
169,Lewis Baker,8,5,6,2,0,2,10,20.0,8,5,2,3,2,5,0
170,Mitchel Bakker,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0
171,Ridle Baku,54,31,25,22,7,26,53,49.1,27,45,7,38,42,57,0
172,Fabián Balbuena,17,12,13,3,1,9,25,36.0,16,15,5,10,26,75,3
173,Keita Baldé,6,5,1,1,4,3,9,33.3,6,4,1,3,2,7,1
174,George Baldock,62,43,35,17,10,27,47,57.4,20,26,3,23,34,83,3
175,Gareth Bale,9,5,5,2,2,3,14,21.4,11,8,2,6,6,9,0
176,Mikel Balenziaga,15,10,4,10,1,9,11,81.8,2,4,1,3,2,20,0
177,Leonardo Balerdi,2,1,1,1,0,2,2,100.0,0,0,0,0,4,3,0
178,Marco Ballarini,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
179,Fodé Ballo-Touré,36,25,21,11,4,17,32,53.1,15,10,1,9,24,45,0
180,Florent Balmont,12,6,5,7,0,7,12,58.3,5,6,0,6,1,3,0
181,Mario Balotelli,2,2,0,2,0,0,2,0.0,2,1,1,0,8,22,0
182,Abdoulaye Bamba,10,7,7,1,2,8,15,53.3,7,4,1,3,4,18,0
183,Jonathan Bamba,12,6,5,5,2,7,29,24.1,22,19,3,16,16,8,2
184,Éver Banega,43,28,16,18,9,21,70,30.0,49,19,1,18,15,5,0
185,Mattia Bani,47,28,27,19,1,25,36,69.4,11,29,15,14,52,92,2
186,Antonín Barák,5,4,3,0,2,1,5,20.0,4,6,1,5,0,4,0
187,Antonín Barák,19,10,9,10,0,6,24,25.0,18,18,1,17,9,20,2
188,Federico Barba,12,6,10,2,0,7,9,77.8,2,5,2,3,8,12,0
189,Danilo Barbosa,28,21,17,9,2,13,29,44.8,16,21,6,15,20,38,0
190,Melvin Bard,0,0,0,0,0,0,0,,0,0,0,0,1,0,0
191,Enis Bardhi,24,11,7,15,2,8,35,22.9,27,15,4,11,15,19,0
192,Phil Bardsley,49,36,16,24,9,24,37,64.9,13,24,11,13,30,73,0
193,Nicolò Barella,36,21,14,15,7,8,37,21.6,29,20,5,15,14,14,0
194,Philipp Bargfrede,15,12,8,5,2,6,23,26.1,17,8,2,6,16,15,0
195,Antonino Barillà,43,31,22,19,2,16,45,35.6,29,26,8,18,17,32,0
196,Kike Barja,1,1,1,0,0,1,1,100.0,0,3,1,2,0,2,0
197,Ross Barkley,16,9,6,6,4,5,18,27.8,13,7,2,5,7,7,0
198,Aymen Barkok,1,1,0,0,1,0,2,0.0,2,2,0,2,3,1,0
199,Ashley Barnes,10,5,3,5,2,3,9,33.3,6,7,2,5,6,9,0
200,Harvey Barnes,16,11,7,7,2,5,23,21.7,18,13,3,10,8,6,1
201,Antonio Barragán,7,5,4,2,1,3,6,50.0,3,2,2,0,8,22,0
202,Antonio Barreca,10,7,5,3,2,4,5,80.0,1,12,7,5,1,22,0
203,Leandro Barreiro Martins,38,21,16,19,3,14,29,48.3,15,18,3,15,9,18,1
204,Ander Barrenetxea,12,9,5,5,2,4,10,40.0,6,3,0,3,3,4,0
205,Édgar Barreto,4,3,0,1,3,2,3,66.7,1,1,0,1,0,0,0
206,Musa Barrow,20,13,11,7,2,6,20,30.0,14,15,0,15,5,11,0
207,Musa Barrow,1,1,0,0,1,1,4,25.0,3,4,0,4,0,1,0
208,Fin Bartels,9,5,4,4,1,3,12,25.0,9,3,1,2,1,1,0
209,Marc Bartra,62,34,39,23,0,27,54,50.0,27,45,24,21,35,127,0
210,Daniele Baselli,43,23,17,19,7,13,40,32.5,27,20,4,16,25,25,0
211,Chris Basham,85,48,58,20,7,48,81,59.3,33,38,15,23,77,173,1
212,Toma Bašić,26,22,9,16,1,12,27,44.4,15,14,2,12,9,12,1
213,Thomas Basila,6,3,2,4,0,4,4,100.0,0,0,0,0,4,14,0
214,Gil Bastião Dias,19,14,10,6,3,7,17,41.2,10,4,1,3,3,7,0
215,Gil Bastião Dias,53,33,30,21,2,29,58,50.0,29,15,1,14,13,22,1
216,Borja Bastón,1,0,0,1,0,0,2,0.0,2,1,0,1,0,0,1
217,Alessandro Bastoni,32,17,14,11,7,15,24,62.5,9,18,9,9,26,54,0
218,Bastos,9,5,6,3,0,4,11,36.4,7,13,8,5,13,26,0
219,Oliver Batista-Meier,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0
220,Michy Batshuayi,4,1,2,2,0,0,5,0.0,5,1,1,0,0,1,0
221,Cristian Battocchio,31,24,13,13,5,14,36,38.9,22,13,4,9,19,21,0
222,Oliver Baumann,0,0,0,0,0,0,0,,0,1,0,1,3,15,0
223,Julian Baumgartlinger,42,21,15,21,6,18,42,42.9,24,37,4,33,20,16,1
224,Christoph Baumgartner,32,17,15,16,1,10,37,27.0,27,25,1,24,8,13,0
225,Noah Joel Sarenren Bazee,4,3,0,4,0,1,4,25.0,3,2,1,1,5,4,0
226,Ihlas Bebou,27,15,9,13,5,8,23,34.8,15,25,4,21,11,25,0
227,Rodrigo Becão,56,25,34,19,3,26,46,56.5,20,40,20,20,45,77,0
228,Sheraldo Becker,2,1,2,0,0,1,3,33.3,2,1,0,1,0,1,0
229,Timo Becker,10,9,3,6,1,5,9,55.6,4,6,1,5,3,8,0
230,Jan Bednarek,65,38,41,18,6,31,61,50.8,30,44,23,21,77,198,4
231,Asmir Begović,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
232,Valon Behrami,34,26,13,17,4,8,32,25.0,24,25,10,15,9,16,0
233,Maximilian Beier,5,2,0,1,4,1,2,50.0,1,2,0,2,0,0,0
234,Gaëtan Belaud,13,7,10,2,1,4,8,50.0,4,8,3,5,15,15,0
235,Ishak Belfodil,0,0,0,0,0,0,1,0.0,1,0,0,0,0,2,0
236,Haris Belkebla,44,24,17,17,10,10,28,35.7,18,25,5,20,53,21,2
237,Raoul Bellanova,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
238,Raoul Bellanova,1,1,1,0,0,0,1,0.0,1,0,0,0,0,0,0
239,Karim Bellarabi,19,11,9,7,3,9,28,32.1,19,16,0,16,10,4,0
240,Jean-Ricner Bellegarde,40,27,18,19,3,13,21,61.9,8,16,3,13,22,6,0
241,Héctor Bellerín,20,13,7,11,2,11,29,37.9,18,20,4,16,19,27,1
242,Andrea Belotti,29,16,7,17,5,5,31,16.1,26,23,5,18,5,20,1
243,Fran Beltrán,31,19,15,12,4,11,35,31.4,24,14,1,13,14,17,0
244,Sami Ben Amar,1,1,0,0,1,1,1,100.0,0,1,0,1,1,0,0
245,Hatem Ben Arfa,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0
246,Wissam Ben Yedder,22,16,2,12,8,8,19,42.1,11,12,0,12,4,1,0
247,Marco Benassi,18,12,9,5,4,10,24,41.7,14,11,1,10,4,9,0
248,Cristian Benavente,8,5,2,5,1,2,8,25.0,6,1,0,1,3,0,0
249,Lars Bender,42,26,17,20,5,19,38,50.0,19,32,6,26,24,30,0
250,Sven Bender,53,34,29,17,7,23,48,47.9,25,42,13,29,67,88,2
251,Darío Benedetto,12,9,0,9,3,3,18,16.7,15,15,2,13,3,23,1
252,László Bénes,15,8,3,5,7,6,19,31.6,13,6,2,4,8,3,1
253,Walter Benítez,1,1,1,0,0,1,3,33.3,2,0,0,0,0,8,0
254,Loris Benito,40,25,23,11,6,16,43,37.2,27,14,5,9,29,58,1
255,Bilal Benkhedim,3,3,1,1,1,1,4,25.0,3,1,0,1,1,0,0
256,Ismaël Bennacer,67,47,21,34,12,29,73,39.7,44,25,7,18,54,15,2
257,Ryan Bennett,4,2,4,0,0,2,6,33.3,4,14,8,6,9,29,0
258,Ryan Bennett,5,4,3,2,0,4,6,66.7,2,3,1,2,7,8,0
259,Keanan Bennetts,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
260,Yassine Benrahou,3,0,1,1,1,2,5,40.0,3,1,0,1,2,1,0
261,Yassine Benrahou,13,8,3,3,7,5,16,31.3,11,1,0,1,2,0,0
262,Ramy Bensebaini,33,17,17,12,4,18,31,58.1,13,24,4,20,38,49,0
263,Nabil Bentaleb,23,13,14,9,0,7,25,28.0,18,9,2,7,19,9,1
264,Rodrigo Bentancur,58,32,27,18,13,31,66,47.0,35,44,9,35,32,34,1
265,Christian Benteke,9,5,1,6,2,0,10,0.0,10,11,4,7,4,28,1
266,Romario Benzar,2,2,1,1,0,2,3,66.7,1,1,0,1,0,2,0
267,Karim Benzema,18,8,3,11,4,2,16,12.5,14,16,4,12,7,30,1
268,Yassine Benzia,3,2,2,1,0,1,6,16.7,5,4,2,2,3,1,0
269,Domenico Berardi,32,16,19,8,5,13,59,22.0,46,31,3,28,33,27,0
270,Yuri Berchiche,48,35,32,15,1,21,40,52.5,19,26,4,22,30,73,1
271,Álex Berenguer,20,6,6,13,1,8,33,24.2,25,17,1,16,18,17,0
272,Bartosz Bereszyński,53,35,25,23,5,26,52,50.0,26,38,16,22,35,88,1
273,Jóhann Berg Guðmundsson,4,2,2,2,0,1,8,12.5,7,8,1,7,7,9,0
274,Markel Bergara,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
275,Sander Berge,22,15,3,14,5,5,10,50.0,5,15,1,14,10,16,0
276,Steven Bergwijn,10,6,3,6,1,4,12,33.3,8,12,0,12,1,5,0
277,Robert Berić,3,2,0,2,1,0,5,0.0,5,2,0,2,4,2,0
278,Etrit Berisha,3,2,3,0,0,2,3,66.7,1,0,0,0,1,9,0
279,Valon Berisha,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0
280,Valon Berisha,14,9,3,8,3,6,21,28.6,15,4,1,3,9,8,0
281,Sergio Bermejo,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
282,Bernard,32,22,12,14,6,13,44,29.5,31,22,2,20,16,7,0
283,Federico Bernardeschi,13,5,4,5,4,5,25,20.0,20,11,0,11,13,12,1
284,Bernardo,27,16,12,9,6,13,17,76.5,4,7,3,4,6,24,0
285,Paul Bernardoni,0,0,0,0,0,0,1,0.0,1,0,0,0,0,11,1
286,Juan Bernat,42,27,19,16,7,20,51,39.2,31,13,1,12,10,26,0
287,Dimitry Bertaud,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
288,Andrea Bertolacci,7,4,2,3,2,1,8,12.5,7,4,1,3,2,13,0
289,Ryan Bertrand,47,29,22,15,10,26,58,44.8,32,27,12,15,37,31,1
290,Muhamed Bešić,8,6,4,4,0,2,5,40.0,3,4,0,4,1,6,0
291,Jordan Beyer,3,1,3,0,0,0,1,0.0,1,4,2,2,1,4,0
292,Ermin Bičakčić,7,3,5,2,0,4,11,36.4,7,14,8,6,25,64,2
293,Pedro Bigas,18,9,11,7,0,9,19,47.4,10,16,10,6,36,82,0
294,Lucas Biglia,13,7,7,6,0,4,15,26.7,11,12,4,8,7,10,1
295,El Bilal Touré,3,3,1,0,2,0,0,,0,6,0,6,1,1,0
296,Philip Billing,72,46,30,37,5,17,65,26.2,48,59,16,43,66,97,1
297,Cristiano Biraghi,22,6,10,8,4,10,24,41.7,14,21,7,14,13,41,0
298,Davide Biraschi,32,17,17,13,2,15,26,57.7,11,22,12,10,34,69,0
299,Valter Birsa,10,6,3,6,1,7,21,33.3,14,6,1,5,4,3,0
300,Dimitri Bisoli,64,35,34,20,10,30,49,61.2,19,41,7,34,25,49,0
301,Yves Bissouma,49,38,24,22,3,17,40,42.5,23,18,2,16,21,23,0
302,Leonardo Bittencourt,1,1,0,0,1,0,0,,0,0,0,0,0,0,0
303,Leonardo Bittencourt,52,28,23,18,11,9,51,17.6,42,20,3,17,12,14,0
304,Birkir Bjarnason,5,3,1,3,1,2,13,15.4,11,9,4,5,5,4,0
305,Rubén Blanco,1,1,1,0,0,1,1,100.0,0,0,0,0,0,14,1
306,Ludovic Blas,26,18,7,15,4,5,26,19.2,21,17,1,16,14,11,0
307,Pablo de Blasis,41,32,22,13,6,30,63,47.6,33,13,0,13,24,21,0
308,Alejandro Blesa,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
309,Alexis Blin,39,25,18,15,6,20,61,32.8,41,25,6,19,16,49,0
310,Jérôme Boateng,21,14,9,12,0,11,22,50.0,11,15,11,4,33,58,1
311,Kevin-Prince Boateng,3,1,0,2,1,2,8,25.0,6,3,0,3,1,7,0
312,Antonin Bobichon,4,3,1,3,0,3,3,100.0,0,1,0,1,1,0,0
313,Antonin Bobichon,9,4,4,5,0,2,19,10.5,17,7,0,7,7,4,0
314,Salvatore Bocchetti,5,3,3,2,0,2,3,66.7,1,2,2,0,17,23,0
315,Mathieu Bodmer,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0
316,Adam Bodzek,42,26,21,20,1,14,46,30.4,32,34,11,23,25,39,0
317,Jean-Paul Boëtius,63,33,21,31,11,20,57,35.1,37,38,1,37,26,6,0
318,Sacha Boey,6,4,3,1,2,4,8,50.0,4,0,0,0,2,5,0
319,Jeremie Boga,12,7,3,8,1,6,20,30.0,14,24,0,24,3,4,0
